,feature_id,feature,feature_description,feature_full,Feature,mean,sd,India_present,India_n,India_prev,India_mean,India_sd,Malawi_present,Malawi_n,Malawi_prev,Malawi_mean,Malawi_sd,fisher_p,lr_p,wilcox_p,fisher_padj,lr_padj,wilcox_padj,mean_diff,prev_diff,enriched_India,rf_rank,rf_top20,rf_n,crossval_median,crossval_quartile_1,crossval_quartile_3,maaslin_value,maaslin_coef,maaslin_stderr,maaslin_pval,maaslin_qval,maaslin_N,maaslin_N.not.zero,maaslin_qval_filt
184,p287,PWY-6690,cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate,cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate (PWY-6690),PWY-6690,0.012635574,0.024718802,242,283,85.5,0.005401366,0.005751395,50,58,86.2,0.00593023,0.006402023,1,0.890751742,0.561526748,1,0.990667611,0.623402973,-0.000528864,-0.7,FALSE,295,0,50,0.7,0.65,0.8,Malawi,0.000371373,0.00061938,0.549181816,0.603052512,341,292,0.603052512
185,p288,PWY-6700,queuosine biosynthesis I (de novo),queuosine biosynthesis I (de novo) (PWY-6700),PWY-6700,0.040526549,0.079761759,283,283,100,0.020748617,0.012172898,58,58,100,0.027091572,0.012699188,NA,NA,0.000188901,NA,NA,0.001268787,-0.006342955,0,FALSE,50,0,50,0.7,0.65,0.8,Malawi,0.002248788,0.000611141,0.000271573,0.00185498,341,341,0.00185498
186,p289,PWY-6703,preQ0 biosynthesis,preQ0 biosynthesis (PWY-6703),PWY-6703,0.040591301,0.083554933,283,283,100,0.017977325,0.011550455,58,58,100,0.021825117,0.010030336,NA,NA,0.001274381,NA,NA,0.006584299,-0.003847792,0,FALSE,49,0,50,0.7,0.65,0.8,Malawi,0.001625391,0.000583636,0.005654583,0.02152672,341,341,0.02152672
187,p29,CRNFORCAT-PWY,creatinine degradation I,creatinine degradation I (CRNFORCAT-PWY),CRNFORCAT-PWY,0.005432743,0.012814544,46,283,16.3,0.000264248,0.001049381,6,58,10.3,4.49E-05,0.000173459,0.318424314,0.25849702,0.217581324,0.922093205,0.760104333,0.280144644,0.000219363,6,TRUE,383,0,50,0.7,0.65,0.8,Malawi,-0.000338771,0.000205617,0.10036496,0.162438068,341,52,0.162438068
188,p290,PWY-6708,ubiquinol-8 biosynthesis (early decarboxylation),ubiquinol-8 biosynthesis (early decarboxylation) (PWY-6708),PWY-6708,0.010266782,0.020822548,246,283,86.9,0.002092373,0.002271292,49,58,84.5,0.002512833,0.002271244,0.672812736,0.62023478,0.152238532,1,0.94877705,0.206572823,-0.000420459,2.4,FALSE,344,0,50,0.7,0.65,0.8,Malawi,0.000468577,0.00036822,0.204050629,0.274108012,341,295,0.274108012
189,p291,PWY-6731,starch degradation III,starch degradation III (PWY-6731),PWY-6731,0.02897066,0.055050261,251,283,88.7,0.005761748,0.006104769,53,58,91.4,0.006305636,0.005522937,0.649282834,0.550245076,0.246278275,1,0.942209208,0.310156703,-0.000543888,-2.7,FALSE,102,0,50,0.7,0.65,0.8,Malawi,0.000595443,0.000604072,0.324976099,0.396864751,341,304,0.396864751
190,p292,PWY-6737,starch degradation V,starch degradation V (PWY-6737),PWY-6737,0.027445373,0.055486528,283,283,100,0.070668951,0.027425056,58,58,100,0.053372595,0.022467658,NA,NA,3.85E-06,NA,NA,5.62E-05,0.017296356,0,TRUE,112,0,50,0.7,0.65,0.8,Malawi,-0.003462655,0.000726959,2.83E-06,4.39E-05,341,341,4.39E-05
191,p294,PWY-6749,CMP-legionaminate biosynthesis I,CMP-legionaminate biosynthesis I (PWY-6749),PWY-6749,0.008626475,0.017690804,54,283,19.1,0.000659296,0.00285388,15,58,25.9,0.000784336,0.002561531,0.281134114,0.243656141,0.250990686,0.846830806,0.752288334,0.314128094,-0.00012504,-6.8,FALSE,361,0,50,0.7,0.65,0.8,Malawi,0.000277951,0.000352659,0.431155095,0.50363914,341,69,0.50363914
192,p297,PWY-6797,6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (Methanocaldococcus),6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (Methanocaldococcus) (PWY-6797),PWY-6797,0.011780248,0.02582253,58,283,20.5,0.000278598,0.001014647,2,58,3.4,3.13E-05,0.00021142,0.001007382,0.007126382,0.001929692,0.016588215,0.080009835,0.008938687,0.000247329,17.1,TRUE,310,0,50,0.7,0.65,0.8,Malawi,-0.000550938,0.000205378,0.007664255,0.026598097,341,60,0.026598097
193,p298,PWY-6803,phosphatidylcholine acyl editing,phosphatidylcholine acyl editing (PWY-6803),PWY-6803,0.00981658,0.022587432,261,283,92.2,0.008155868,0.007466807,54,58,93.1,0.00992279,0.007382335,1,0.818710125,0.064428056,1,0.990667611,0.112483824,-0.001766922,-0.9,FALSE,350,0,50,0.7,0.65,0.8,Malawi,0.001144994,0.000649458,0.078801739,0.135714105,341,315,0.135714105
194,p299,PWY-6823,molybdopterin biosynthesis,molybdopterin biosynthesis (PWY-6823),PWY-6823,0.01349605,0.029066173,236,283,83.4,0.003919964,0.003583451,46,58,79.3,0.004327201,0.00379325,0.449461751,0.455049965,0.514670497,1,0.93664451,0.580986584,-0.000407237,4.1,FALSE,282,0,50,0.7,0.65,0.8,Malawi,0.000273049,0.000487043,0.575423183,0.630150931,341,282,0.630150931
195,p3,1CMET2-PWY,folate transformations III (E. coli),folate transformations III (E. coli) (1CMET2-PWY),1CMET2-PWY,0.016570879,0.03297698,283,283,100,0.052233653,0.017409502,58,58,100,0.048362779,0.015736223,NA,NA,0.072005045,NA,NA,0.122957768,0.003870874,0,TRUE,228,0,50,0.7,0.65,0.8,Malawi,-0.000801624,0.000547695,0.144221157,0.208319449,341,341,0.208319449
196,p30,DAPLYSINESYN-PWY,L-lysine biosynthesis I,L-lysine biosynthesis I (DAPLYSINESYN-PWY),DAPLYSINESYN-PWY,0.03595435,0.076508488,283,283,100,0.050898845,0.021890355,58,58,100,0.039233506,0.0184293,NA,NA,4.92E-05,NA,NA,0.000427063,0.01166534,0,TRUE,71,0,50,0.7,0.65,0.8,Malawi,-0.002739059,0.000690226,8.84E-05,0.000734052,341,341,0.000734052
197,p300,PWY-6859,all-trans-farnesol biosynthesis,all-trans-farnesol biosynthesis (PWY-6859),PWY-6859,0.037656417,0.078628217,278,283,98.2,0.00437656,0.003385144,58,58,100,0.006140079,0.0047062,NA,NA,0.00303307,NA,NA,0.013003479,-0.001763519,-1.8,FALSE,62,0,50,0.7,0.65,0.8,Malawi,0.001246507,0.000371439,0.000880826,0.004930176,341,336,0.004930176
198,p301,PWY-6863,pyruvate fermentation to hexanol (engineered),pyruvate fermentation to hexanol (engineered) (PWY-6863),PWY-6863,0.008677413,0.018181689,25,283,8.8,0.000119519,0.000699265,10,58,17.2,0.000379158,0.001381037,0.092341571,0.05927962,0.049527438,0.367876904,0.276265399,0.092661698,-0.000259639,-8.4,FALSE,360,0,50,0.7,0.65,0.8,Malawi,0.000409698,0.00017671,0.021017894,0.052285255,341,35,0.052285255
199,p302,PWY-6876,isopropanol biosynthesis (engineered),isopropanol biosynthesis (engineered) (PWY-6876),PWY-6876,0.005983224,0.013026547,45,283,15.9,0.000246211,0.000970537,9,58,15.5,0.00026569,0.001518235,1,0.941852743,0.856671429,1,0.990667611,0.887502792,-1.95E-05,0.4,FALSE,379,0,50,0.7,0.65,0.8,Malawi,-6.16E-05,0.000215376,0.774959973,0.802850563,341,54,0.802850563
200,p303,PWY-6892,thiazole component of thiamine diphosphate biosynthesis I,thiazole component of thiamine diphosphate biosynthesis I (PWY-6892),PWY-6892,0.012567652,0.02489624,256,283,90.5,0.011128515,0.008876756,51,58,87.9,0.012849499,0.009261014,0.629415376,0.559166033,0.238973843,1,0.942209208,0.302850499,-0.001720983,2.6,FALSE,297,0,50,0.7,0.65,0.8,Malawi,0.000860738,0.000741511,0.24654452,0.315420449,341,307,0.315420449
201,p304,PWY-6897,thiamine diphosphate salvage II,thiamine diphosphate salvage II (PWY-6897),PWY-6897,0.0313399,0.064641689,280,283,98.9,0.017490411,0.00785439,58,58,100,0.020020092,0.007532095,NA,NA,0.035193662,NA,NA,0.073870029,-0.002529681,-1.1,FALSE,87,0,50,0.7,0.65,0.8,Malawi,0.001107726,0.000500275,0.027477594,0.063640635,341,338,0.063640635
202,p305,PWY-6901,superpathway of glucose and xylose degradation,superpathway of glucose and xylose degradation (PWY-6901),PWY-6901,0.014278542,0.02811799,271,283,95.8,0.022022171,0.012204099,54,58,93.1,0.023349691,0.011248813,0.491016727,0.388194083,0.568019579,1,0.929445345,0.62887882,-0.00132752,2.7,FALSE,267,0,50,0.7,0.65,0.8,Malawi,0.00055856,0.000769614,0.468482404,0.537887205,341,325,0.537887205
203,p307,PWY-6936,seleno-amino acid biosynthesis (plants),seleno-amino acid biosynthesis (plants) (PWY-6936),PWY-6936,0.026814176,0.051367809,283,283,100,0.033049328,0.014650023,58,58,100,0.036213915,0.015133197,NA,NA,0.147156225,NA,NA,0.20240259,-0.003164587,0,FALSE,120,0,50,0.7,0.65,0.8,Malawi,0.000923023,0.000590183,0.118759716,0.180604398,341,341,0.180604398
204,p308,PWY-6953,dTDP-3-acetamido-&alpha;-D-fucose biosynthesis,dTDP-3-acetamido-alpha-D-fucose biosynthesis (PWY-6953),PWY-6953,0.004049235,0.010849274,7,283,2.5,0.00010617,0.001187189,5,58,8.6,0.000255115,0.001128777,0.036519365,0.029756208,0.020102172,0.200244005,0.18647125,0.050815891,-0.000148946,-6.1,FALSE,388,0,50,0.7,0.65,0.8,Malawi,0.000292832,0.000162994,0.073292563,0.129240838,341,12,0.129240838
205,p31,DENITRIFICATION-PWY,nitrate reduction I (denitrification),nitrate reduction I (denitrification) (DENITRIFICATION-PWY),DENITRIFICATION-PWY,0.001659056,0.005348642,11,283,3.9,2.05E-05,0.000238597,3,58,5.2,5.88E-05,0.000431711,0.714245778,0.654192909,0.653652414,1,0.967578733,0.713880549,-3.83E-05,-1.3,FALSE,400,0,50,0.7,0.65,0.8,Malawi,5.91E-05,7.43E-05,0.426637262,0.499810513,341,14,0.499810513
206,p310,PWY-6969,TCA cycle V (2-oxoglutarate synthase),TCA cycle V (2-oxoglutarate synthase) (PWY-6969),PWY-6969,0.007489459,0.015132094,256,283,90.5,0.011312832,0.010015874,53,58,91.4,0.013047362,0.00940619,1,0.826825107,0.119291202,1,0.990667611,0.175751515,-0.00173453,-0.9,FALSE,372,0,50,0.7,0.65,0.8,Malawi,0.001082112,0.000753683,0.151991521,0.217207741,341,309,0.217207741
207,p311,PWY-7003,glycerol degradation to butanol,glycerol degradation to butanol (PWY-7003),PWY-7003,0.039476835,0.079182337,205,283,72.4,0.002878719,0.004005601,32,58,55.2,0.001596483,0.00357335,0.012090231,0.010285988,0.003403733,0.110603224,0.104888541,0.014141281,0.001282236,17.2,TRUE,56,0,50,0.7,0.65,0.8,Malawi,-0.001448983,0.000508763,0.0046672,0.019390531,341,237,0.019390531
208,p312,PWY-7013,"(S)-propane-1,2-diol degradation","(S)-propane-1,2-diol degradation (PWY-7013)",PWY-7013,0.015985868,0.032305829,217,283,76.7,0.010180339,0.016922272,39,58,67.2,0.005338564,0.009652311,0.136311521,0.132404018,0.048572887,0.502521578,0.488544497,0.092229135,0.004841775,9.5,TRUE,239,0,50,0.7,0.65,0.8,Malawi,-0.002161169,0.001006508,0.0324865,0.069270155,341,256,0.069270155
209,p314,PWY-7039,"phosphatidate metabolism, as a signaling molecule","phosphatidate metabolism, as a signaling molecule (PWY-7039)",PWY-7039,0.014450241,0.033561626,81,283,28.6,0.000359707,0.001053411,9,58,15.5,0.000182624,0.000802589,0.048841625,0.042973688,0.043334396,0.227165433,0.221135435,0.084347995,0.000177084,13.1,TRUE,265,0,50,0.7,0.65,0.8,Malawi,-0.00039709,0.000236383,0.093905955,0.15321498,341,90,0.15321498
210,p316,PWY-7094,fatty acid salvage,fatty acid salvage (PWY-7094),PWY-7094,0.022306538,0.049890486,229,283,80.9,0.002594295,0.003090247,49,58,84.5,0.004353448,0.00433191,0.582937163,0.524866505,0.006499092,1,0.942209208,0.022141669,-0.001759153,-3.6,FALSE,168,0,50,0.7,0.65,0.8,Malawi,0.001440417,0.000456047,0.001728498,0.008930575,341,278,0.008930575
211,p317,PWY-7111,pyruvate fermentation to isobutanol (engineered),pyruvate fermentation to isobutanol (engineered) (PWY-7111),PWY-7111,0.069058668,0.136450195,283,283,100,0.100601646,0.023805568,58,58,100,0.081916185,0.023038804,NA,NA,1.47E-07,NA,NA,3.69E-06,0.018685461,0,TRUE,20,1,50,0.7,0.65,0.8,Malawi,-0.003140426,0.000567977,6.44E-08,1.99E-06,341,341,1.99E-06
212,p318,PWY-7115,"C4 photosynthetic carbon assimilation cycle, NAD-ME type","C4 photosynthetic carbon assimilation cycle, NAD-ME type (PWY-7115)",PWY-7115,0.016907381,0.032091786,275,283,97.2,0.013119662,0.007700958,58,58,100,0.01301441,0.006410183,NA,NA,0.979587141,NA,NA,0.983176387,0.000105252,-2.8,TRUE,222,0,50,0.7,0.65,0.8,Malawi,0.000216562,0.000576213,0.707273458,0.746154983,341,333,0.746154983
213,p319,PWY-7117,"C4 photosynthetic carbon assimilation cycle, PEPCK type","C4 photosynthetic carbon assimilation cycle, PEPCK type (PWY-7117)",PWY-7117,0.041361835,0.085370828,276,283,97.5,0.035988825,0.015398229,58,58,100,0.032296426,0.012233569,NA,NA,0.017821482,NA,NA,0.046822705,0.0036924,-2.5,TRUE,46,0,50,0.7,0.65,0.8,Malawi,-0.000676955,0.000723938,0.350402217,0.424764943,341,334,0.424764943
214,p32,DENOVOPURINE2-PWY,superpathway of purine nucleotides de novo biosynthesis II,superpathway of purine nucleotides de novo biosynthesis II (DENOVOPURINE2-PWY),DENOVOPURINE2-PWY,0.019017752,0.037323066,229,283,80.9,0.007884688,0.007170568,49,58,84.5,0.010714057,0.008880145,0.582937163,0.524866505,0.037209414,1,0.942209208,0.076507111,-0.00282937,-3.6,FALSE,197,0,50,0.7,0.65,0.8,Malawi,0.001514805,0.000702943,0.03186989,0.068565295,341,278,0.068565295
215,p320,PWY-7118,chitin deacetylation,chitin deacetylation (PWY-7118),PWY-7118,0.075947726,0.150130987,151,283,53.4,0.000853979,0.001945266,13,58,22.4,0.000213057,0.000775704,2.05E-05,4.36E-05,1.33E-05,0.001691366,0.002690104,0.000141146,0.000640922,31,TRUE,15,1,50,0.7,0.65,0.8,Malawi,-0.001170396,0.000321064,0.000308893,0.00204072,341,164,0.00204072
216,p322,PWY-7165,L-ascorbate biosynthesis VIII (engineered pathway),L-ascorbate biosynthesis VIII (engineered pathway) (PWY-7165),PWY-7165,0.01650136,0.032465364,149,283,52.7,0.001464781,0.00287288,21,58,36.2,0.000764397,0.001828151,0.030048511,0.024038539,0.02110325,0.192370903,0.179924826,0.052175519,0.000700385,16.5,TRUE,229,0,50,0.7,0.65,0.8,Malawi,-0.000913532,0.000423729,0.031791861,0.068565295,341,170,0.068565295
217,p323,PWY-7184,pyrimidine deoxyribonucleotides de novo biosynthesis I,pyrimidine deoxyribonucleotides de novo biosynthesis I (PWY-7184),PWY-7184,0.023198641,0.048258524,263,283,92.9,0.012106912,0.009151623,55,58,94.8,0.013196181,0.007498174,0.777744952,0.601690589,0.216862713,1,0.94877705,0.280114337,-0.001089269,-1.9,FALSE,156,0,50,0.7,0.65,0.8,Malawi,0.00089739,0.000695795,0.198022378,0.266899727,341,318,0.266899727
218,p324,PWY-7187,pyrimidine deoxyribonucleotides de novo biosynthesis II,pyrimidine deoxyribonucleotides de novo biosynthesis II (PWY-7187),PWY-7187,0.010653795,0.020865197,229,283,80.9,0.005173414,0.004926775,49,58,84.5,0.006424399,0.005441306,0.582937163,0.524866505,0.108748146,1,0.942209208,0.16475753,-0.001250985,-3.6,FALSE,335,0,50,0.7,0.65,0.8,Malawi,0.000940632,0.000578254,0.104735154,0.166831095,341,278,0.166831095
219,p325,PWY-7196,superpathway of pyrimidine ribonucleosides salvage,superpathway of pyrimidine ribonucleosides salvage (PWY-7196),PWY-7196,0.013243292,0.032700194,65,283,23,0.00022692,0.000663941,7,58,12.1,5.94E-05,0.000225873,0.076921881,0.069315937,0.049283185,0.322028893,0.305732796,0.092661698,0.000167525,10.9,TRUE,286,0,50,0.7,0.65,0.8,Malawi,-0.000388318,0.000185146,0.036701808,0.075784717,341,72,0.075784717
220,p326,PWY-7197,pyrimidine deoxyribonucleotide phosphorylation,pyrimidine deoxyribonucleotide phosphorylation (PWY-7197),PWY-7197,0.024788737,0.047406335,283,283,100,0.01633738,0.01021505,58,58,100,0.016748118,0.007474571,NA,NA,0.253199112,NA,NA,0.315691953,-0.000410738,0,FALSE,135,0,50,0.7,0.65,0.8,Malawi,0.000448359,0.000545522,0.411717053,0.485151966,341,341,0.485151966
221,p327,PWY-7198,pyrimidine deoxyribonucleotides de novo biosynthesis IV,pyrimidine deoxyribonucleotides de novo biosynthesis IV (PWY-7198),PWY-7198,0.017755273,0.034226747,283,283,100,0.019026088,0.00970753,58,58,100,0.017005373,0.008620412,NA,NA,0.25380693,NA,NA,0.315691953,0.002020715,0,TRUE,213,0,50,0.7,0.65,0.8,Malawi,-0.000752213,0.000526368,0.153907259,0.219168287,341,341,0.219168287
222,p328,PWY-7199,pyrimidine deoxyribonucleosides salvage,pyrimidine deoxyribonucleosides salvage (PWY-7199),PWY-7199,0.059473941,0.115035347,282,283,99.6,0.015376255,0.008615581,58,58,100,0.021783723,0.010117941,NA,NA,2.49E-06,NA,NA,4.02E-05,-0.006407467,-0.4,FALSE,26,0,50,0.7,0.65,0.8,Malawi,0.002481586,0.000503345,1.29E-06,2.26E-05,341,340,2.26E-05
223,p329,PWY-7200,superpathway of pyrimidine deoxyribonucleoside salvage,superpathway of pyrimidine deoxyribonucleoside salvage (PWY-7200),PWY-7200,0.011432095,0.023997845,109,283,38.5,0.001097293,0.002665555,24,58,41.4,0.001298819,0.002893698,0.767821379,0.683895329,0.669719591,1,0.975446912,0.72164972,-0.000201526,-2.9,FALSE,319,0,50,0.7,0.65,0.8,Malawi,0.000214677,0.000409576,0.600521028,0.65231799,341,133,0.65231799
224,p33,DHGLUCONATE-PYR-CAT-PWY,glucose degradation (oxidative),glucose degradation (oxidative) (DHGLUCONATE-PYR-CAT-PWY),DHGLUCONATE-PYR-CAT-PWY,0.001837433,0.004801836,29,283,10.2,2.07E-05,7.39E-05,1,58,1.7,6.49E-06,4.94E-05,0.03956681,0.068303747,0.040475643,0.200244005,0.305732796,0.080353124,1.42E-05,8.5,TRUE,398,0,50,0.7,0.65,0.8,Malawi,-0.000105578,5.90E-05,0.074609734,0.130729229,341,30,0.130729229
225,p330,PWY-7204,pyridoxal 5'-phosphate salvage II (plants),pyridoxal 5'-phosphate salvage II (plants) (PWY-7204),PWY-7204,0.01490993,0.032872843,235,283,83,0.005448829,0.005514728,47,58,81,0.007295674,0.005723034,0.705139394,0.713303645,0.024302004,1,0.98980899,0.058295879,-0.001846845,2,FALSE,259,0,50,0.7,0.65,0.8,Malawi,0.001272624,0.000608748,0.037312157,0.07632893,341,282,0.07632893
226,p331,PWY-7208,superpathway of pyrimidine nucleobases salvage,superpathway of pyrimidine nucleobases salvage (PWY-7208),PWY-7208,0.024611542,0.050126049,283,283,100,0.021268319,0.012398196,58,58,100,0.022279821,0.009728625,NA,NA,0.204150823,NA,NA,0.266254956,-0.001011501,0,FALSE,136,0,50,0.7,0.65,0.8,Malawi,0.000612036,0.000586803,0.297690648,0.366878689,341,341,0.366878689
227,p332,PWY-7209,superpathway of pyrimidine ribonucleosides degradation,superpathway of pyrimidine ribonucleosides degradation (PWY-7209),PWY-7209,0.024415399,0.052858496,232,283,82,0.002059907,0.002551754,50,58,86.2,0.002502702,0.00321116,0.567917283,0.439566322,0.255626908,1,0.93664451,0.316977366,-0.000442794,-4.2,FALSE,139,0,50,0.7,0.65,0.8,Malawi,0.000477891,0.000399119,0.232001565,0.300632253,341,282,0.300632253
228,p333,PWY-7210,pyrimidine deoxyribonucleotides biosynthesis from CTP,pyrimidine deoxyribonucleotides biosynthesis from CTP (PWY-7210),PWY-7210,0.032133269,0.059953033,225,283,79.5,0.004884425,0.006203621,43,58,74.1,0.003173976,0.004144774,0.381277404,0.365200859,0.119885232,1,0.929445345,0.175751515,0.001710448,5.4,TRUE,84,0,50,0.7,0.65,0.8,Malawi,-0.001128257,0.000608281,0.064488801,0.116022263,341,268,0.116022263
229,p334,PWY-7211,superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis,superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (PWY-7211),PWY-7211,0.03456646,0.064791247,242,283,85.5,0.006288046,0.006820839,47,58,81,0.004260594,0.004723511,0.422497246,0.389028252,0.100004716,1,0.929445345,0.155108965,0.002027452,4.5,TRUE,76,0,50,0.7,0.65,0.8,Malawi,-0.001177035,0.000627033,0.061356047,0.111884556,341,289,0.111884556
230,p336,PWY-7219,adenosine ribonucleotides de novo biosynthesis,adenosine ribonucleotides de novo biosynthesis (PWY-7219),PWY-7219,0.039078182,0.087225905,283,283,100,0.077845938,0.026879411,58,58,100,0.06486961,0.03102359,NA,NA,0.000142612,NA,NA,0.00097411,0.012976328,0,TRUE,57,0,50,0.7,0.65,0.8,Malawi,-0.002639173,0.000725414,0.000317324,0.002062607,341,341,0.002062607
231,p337,PWY-7220,adenosine deoxyribonucleotides de novo biosynthesis II,adenosine deoxyribonucleotides de novo biosynthesis II (PWY-7220),PWY-7220,0.023622088,0.047430149,283,283,100,0.020190745,0.013351121,58,58,100,0.023687917,0.011842711,NA,NA,0.012909268,NA,NA,0.036128021,-0.003497172,0,FALSE,150,0,50,0.7,0.65,0.8,Malawi,0.001434621,0.000652147,0.028492429,0.06477633,341,341,0.06477633
232,p338,PWY-7221,guanosine ribonucleotides de novo biosynthesis,guanosine ribonucleotides de novo biosynthesis (PWY-7221),PWY-7221,0.048633892,0.098144833,283,283,100,0.060376728,0.020227513,58,58,100,0.050250278,0.014730479,NA,NA,9.11E-05,NA,NA,0.000692416,0.010126451,0,TRUE,36,0,50,0.7,0.65,0.8,Malawi,-0.002062554,0.000550604,0.000211109,0.001492577,341,341,0.001492577
233,p339,PWY-7222,guanosine deoxyribonucleotides de novo biosynthesis II,guanosine deoxyribonucleotides de novo biosynthesis II (PWY-7222),PWY-7222,0.02245459,0.04434257,283,283,100,0.020190745,0.013351121,58,58,100,0.023687917,0.011842711,NA,NA,0.012909268,NA,NA,0.036128021,-0.003497172,0,FALSE,167,0,50,0.7,0.65,0.8,Malawi,0.001434621,0.000652147,0.028492429,0.06477633,341,341,0.06477633
234,p34,DTDPRHAMSYN-PWY,dTDP-&beta;-L-rhamnose biosynthesis,dTDP-beta-L-rhamnose biosynthesis (DTDPRHAMSYN-PWY),DTDPRHAMSYN-PWY,0.037111506,0.07033918,283,283,100,0.042693989,0.031480067,58,58,100,0.036246708,0.025566689,NA,NA,0.282869373,NA,NA,0.346493487,0.006447281,0,TRUE,63,0,50,0.7,0.65,0.8,Malawi,-0.001194511,0.001100343,0.278436009,0.346326271,341,341,0.346326271
235,p341,PWY-7228,superpathway of guanosine nucleotides de novo biosynthesis I,superpathway of guanosine nucleotides de novo biosynthesis I (PWY-7228),PWY-7228,0.018818573,0.036058109,283,283,100,0.027352262,0.013923644,58,58,100,0.030120785,0.01178712,NA,NA,0.054434505,NA,NA,0.099262921,-0.002768522,0,FALSE,199,0,50,0.7,0.65,0.8,Malawi,0.001039368,0.000603385,0.085879807,0.145345137,341,341,0.145345137
236,p342,PWY-7229,superpathway of adenosine nucleotides de novo biosynthesis I,superpathway of adenosine nucleotides de novo biosynthesis I (PWY-7229),PWY-7229,0.024092138,0.045433287,283,283,100,0.034265401,0.0164809,58,58,100,0.037337129,0.013282624,NA,NA,0.057821948,NA,NA,0.103107279,-0.003071728,0,FALSE,142,0,50,0.7,0.65,0.8,Malawi,0.001066909,0.000625529,0.088996618,0.14882007,341,341,0.14882007
237,p343,PWY-7234,inosine-5'-phosphate biosynthesis III,inosine-5'-phosphate biosynthesis III (PWY-7234),PWY-7234,0.032158106,0.070654565,282,283,99.6,0.021925411,0.010426917,58,58,100,0.024155287,0.012688272,NA,NA,0.261801056,NA,NA,0.322647784,-0.002229876,-0.4,FALSE,83,0,50,0.7,0.65,0.8,Malawi,0.000695595,0.000516434,0.178906158,0.247763511,341,340,0.247763511
238,p345,PWY-7237,"myo-, chiro- and scyllo-inositol degradation","myo-, chiro- and scyllo-inositol degradation (PWY-7237)",PWY-7237,0.011445932,0.025632344,100,283,35.3,0.006844343,0.013675948,17,58,29.3,0.006309254,0.011034436,0.448622519,0.379536295,0.655870245,1,0.929445345,0.71436678,0.000535089,6,TRUE,318,0,50,0.7,0.65,0.8,Malawi,-0.000331434,0.000995832,0.739474715,0.770047313,341,117,0.770047313
239,p346,PWY-7242,D-fructuronate degradation,D-fructuronate degradation (PWY-7242),PWY-7242,0.019206499,0.039367957,253,283,89.4,0.00567423,0.005152887,50,58,86.2,0.007630112,0.005614358,0.493160897,0.482832814,0.016850369,1,0.942209208,0.045271324,-0.001955882,3.2,FALSE,195,0,50,0.7,0.65,0.8,Malawi,0.001245169,0.000571103,0.029923489,0.065538945,341,303,0.065538945
240,p347,PWY-7245,superpathway of NAD/NADP - NADH/NADPH interconversion (yeast),superpathway of NAD/NADP - NADH/NADPH interconversion (yeast) (PWY-7245),PWY-7245,0.012792554,0.027293436,46,283,16.3,0.000275616,0.001129351,15,58,25.9,0.000423179,0.001246862,0.091570777,0.085028016,0.084632383,0.367876904,0.355964744,0.139860922,-0.000147563,-9.6,FALSE,292,0,50,0.7,0.65,0.8,Malawi,0.000331736,0.000233283,0.155936335,0.220470994,341,61,0.220470994
241,p348,PWY-724,"superpathway of L-lysine, L-threonine and L-methionine biosynthesis II","superpathway of L-lysine, L-threonine and L-methionine biosynthesis II (PWY-724)",PWY-724,0.047685383,0.090613684,283,283,100,0.058297544,0.019688612,58,58,100,0.044645,0.016445389,NA,NA,2.23E-07,NA,NA,4.98E-06,0.013652544,0,TRUE,37,0,50,0.7,0.65,0.8,Malawi,-0.002988888,0.000577893,3.97E-07,8.42E-06,341,341,8.42E-06
242,p349,PWY-7254,TCA cycle VII (acetate-producers),TCA cycle VII (acetate-producers) (PWY-7254),PWY-7254,0.013696431,0.027585505,263,283,92.9,0.01100135,0.01000938,53,58,91.4,0.012043038,0.009379794,0.591901071,0.679735427,0.266712027,1,0.975446912,0.327698008,-0.001041688,1.5,FALSE,277,0,50,0.7,0.65,0.8,Malawi,0.000770109,0.000747006,0.303309829,0.372664211,341,316,0.372664211
243,p35,ECASYN-PWY,enterobacterial common antigen biosynthesis,enterobacterial common antigen biosynthesis (ECASYN-PWY),ECASYN-PWY,0.015332944,0.029633833,245,283,86.6,0.003128681,0.003401861,51,58,87.9,0.003009671,0.002467624,1,0.780737198,0.406152449,1,0.990667611,0.473061956,0.000119009,-1.3,TRUE,247,0,50,0.7,0.65,0.8,Malawi,0.000175715,0.000435138,0.686604739,0.726251207,341,296,0.726251207
244,p350,PWY-7268,cytosolic NADPH production (yeast),cytosolic NADPH production (yeast) (PWY-7268),PWY-7268,0.014107081,0.028375204,46,283,16.3,0.000327263,0.001582693,15,58,25.9,0.000490114,0.001406873,0.091570777,0.085028016,0.077764241,0.367876904,0.355964744,0.130579121,-0.00016285,-9.6,FALSE,270,0,50,0.7,0.65,0.8,Malawi,0.000373624,0.000255211,0.144125983,0.208319449,341,61,0.208319449
