tax_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
t218208,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatibacillum,Desulfatibacillum aliphaticivorans
t897,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,Desulfococcus multivorans
t947919,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfosarcina,Desulfosarcina widdelii
t361111,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfoglaeba,Desulfoglaeba alkanexedens
t1312183,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium jaguaris
t106592,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Ensifer,Ensifer adhaerens
t1752398,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Ensifer,Ensifer alkalisoli
t309868,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Liberibacter,Liberibacter Candidatus Liberibacter americanus
t114615,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. ORS 278
t256618,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Parvibaculaceae,Parvibaculum,Parvibaculum lavamentivorans
t2840456,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Brucella sp. BTU1
t1736675,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,Devosia sp. A16
t407020,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium sp. MI1205
t2780074,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp. ES2-1
t1914525,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis sp. FD7
t2785907,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter sp. A30-3
t39960,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter litoralis
t1250539,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pelagibaca,Pelagibaca abyssi
t379347,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Epibacterium,Epibacterium mobile
t875171,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter,Celeribacter baekdonensis
t2588711,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pelagovum,Pelagovum pacificum
t1591409,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudohalocynthiibacter,Pseudohalocynthiibacter aestuariivivens
t2017482,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassococcus,Thalassococcus sp. S3
t652764,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum sp. TSH100
t28077,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Nitrospirillum,Nitrospirillum amazonense
t2602015,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Hypericibacter,Hypericibacter terrae
t2686094,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Terricaulis,Terricaulis silvestris
t1925548,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Fonsibacter,Candidatus Fonsibacter ubiquis
t2563896,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter giovannonii
t86106,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,, endosymbiont of Acanthamoeba sp. UWC8
t1915309,Bacteria,Proteobacteria,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella,Silvanigrella aquatica
t160808,Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferrivorans
t1796921,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Ereboglobus,Ereboglobus luteus
t395922,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita,Coraliomargarita akajimensis
t2527978,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,Gimesia panareensis
t122,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,Gimesia maris
t2527983,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Caulifigura,Caulifigura coniformis
t1123043,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Telmatocola,Telmatocola sphagniphila
t692036,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Tuwongella,Tuwongella immobilis
t466153,Bacteria,Planctomycetes,Planctomycetia,Isosphaerales,Isosphaeraceae,Singulisphaera,Singulisphaera acidiphila
t128,Bacteria,Planctomycetes,Planctomycetia,Isosphaerales,Isosphaeraceae,Isosphaera,Isosphaera pallida
t2528009,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Lacipirellulaceae,Pirellulimonas,Pirellulimonas nuda
t1400387,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Lacipirellulaceae,Bythopirellula,Bythopirellula goksoyri
t2527972,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Lacipirellulaceae,Aeoliella,Aeoliella mucimassa
t1936003,Bacteria,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera,Anaerohalosphaera lusitana
t53419,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema socranskii
t150829,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema azotonutricium
t58231,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema medium
t88058,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema primitia
t273376,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Sphaerochaetaceae,Sphaerochaeta,Sphaerochaeta coccoides
t2798577,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Breznakiella,Breznakiella homolactica
t2564040,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira tipperaryensis
t174,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira borgpetersenii
t57487,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga,Pseudothermotoga hypogea
t651457,Bacteria,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Kosmotoga,Kosmotoga olearia
t1441386,Bacteria,Thermotogae,Thermotogae,Mesoaciditogales,Mesoaciditogaceae,Athalassotoga,Athalassotoga saccharophila
t332163,Bacteria,Acidobacteria,Acidobacteriia,Bryobacterales,Solibacteraceae,Candidatus Solibacter,Candidatus Solibacter usitatus
t139438,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Geovibrio,Geovibrio thiophilus
t436114,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Sulfurihydrogenibium,Sulfurihydrogenibium sp. YO3AOP1
t98403,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Drechmeria,Drechmeria coniospora
t1047171,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici
t1005962,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Ogataea,Ogataea parapolymorpha
t1301915,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus bathoardescens
t2180,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanothermaceae,Methanothermus,Methanothermus fervidus
t683846,Archaea,Crenarchaeota,Thermoprotei,Fervidicoccales,Fervidicoccaceae,Fervidicoccus,Fervidicoccus fontis
t1920749,Archaea,Candidatus Micrarchaeota,,,,Candidatus Mancarchaeum,Candidatus Mancarchaeum acidiphilum
t1211417,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,, uncultured crAssphage
t2772060,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,, crAssphage cr55_1
t2772066,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,, crAssphage cr10_1
t2772068,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,, crAssphage cr8_1
t2301731,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,, Bacteroides phage crAss001
t2772090,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,, crAssphage cr124_1
t2772076,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,, crAssphage cr128_1
t2734150,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Toutatisvirus,Toutatisvirus Faecalibacterium virus Toutatis
t2734096,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Brigitvirus,Brigitvirus Faecalibacterium virus Brigit
t2734248,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Lughvirus Faecalibacterium virus Lugh
t1308863,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Lughvirus Bacillus phage vB_BanS-Tsamsa
t2734262,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Oengusvirus,Oengusvirus Faecalibacterium virus Oengus
t2733630,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Kayfunavirus,Kayfunavirus Citrobacter virus CR44b
t2733636,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Kayfunavirus,Kayfunavirus Escherichia virus EcoDS1
t2733642,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Kayfunavirus,Kayfunavirus Escherichia virus PE3-1
t2733644,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Kayfunavirus,Kayfunavirus Escherichia virus ST31
t2733638,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Kayfunavirus,Kayfunavirus Escherichia virus GA2A
t2017081,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,, Human fecal virus Jorvi2
t1128151,Viruses,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Mimivirus,Mimivirus terra2
t1658671,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Arsenicicoccus,Arsenicicoccus sp. oral taxon 190
t2725563,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp. 'Marine'
t1032851,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium nuruki
t441500,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium timonense
t758802,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium litorale
t886343,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium spongiae
t2795031,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. P-2
t286802,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Segniliparaceae,Segniliparus,Segniliparus rotundus
t219314,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium marinum
t1908,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces globisporus
t2714844,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. JB150
t1932,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces tendae
t47858,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora echinofusca
t1461582,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,Jeotgalicoccus saudimassiliensis
t54913,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus formosus
t471827,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Candidatus Desulforudis,Candidatus Desulforudis audaxviator
t1442555,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. NOUM97013
t2489213,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus sp. S14-83
t1100,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Pelodictyon,Pelodictyon luteolum
t173480,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas aurantiaca
t2169583,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. SXM-1
t437900,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas marincola
t101564,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas alcaliphila
t1481663,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio metoecus
t356837,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus sp. DN11
t1813451,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. ADMK78
t83627,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium genosp. B
t2493669,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1
t1745854,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Ancylobacter,Ancylobacter pratisalsi
t1812115,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Dirofilaria (Dirofilaria) immitis
t118000,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Denitrovibrio,Denitrovibrio acetiphilus
t2252,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax mediterranei
t2772062,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Lederbergvirus,Lederbergvirus crAssphage cr106_1
t2772075,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,, crAssphage cr126_1
t2772079,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,, crAssphage cr52_1
t741091,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,Rahnella sp. Y9602
t68202,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces fulvissimus
t2696375,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Hanrivervirus,Hanrivervirus Escherichia phage aalborv
t2720215,Viruses,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,, Escherichia phage EC6098
t552,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia amylovora
t1921123,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Nonanavirus,Nonanavirus Salmonella virus 9NA
t1980931,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Sepunavirus,Sepunavirus Staphylococcus virus IPLAC1C
t1980930,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Sepunavirus,Sepunavirus Staphylococcus virus SEP1
t1525,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Moorella,Moorella thermoacetica
t1536771,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. FSL R5-0912
t200991,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus rifietoensis
t2320858,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Paenisporosarcina,Paenisporosarcina sp. K2R23-3
t2751189,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. NEAU-sy36
t2496836,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces cyaneochromogenes
t432329,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus peraridilitoris
t137545,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia quinivorans
t1858656,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas pelagimontana
t93218,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea apista
t2231055,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,Dechloromonas sp. HYN0024
t2016196,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,Hyphomonas sp. KY3
t1612173,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Niveispirillum,Niveispirillum cyanobacteriorum
t83453,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Melittangium,Melittangium boletus
t1982371,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Roufvirus,Roufvirus Aeromonas virus pIS4A
t2108137,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Karamvirus,Karamvirus Enterobacter phage myPSH1140
t215689,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia sp. Ejp617
t1702043,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Kocuria,Kocuria sp. BT304
t2675782,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pluralibacter,Pluralibacter Enterobacteriaceae endosymbiont of Donacia proxima
t2508168,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Luteimonas sp. YGD11-2
t446692,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter senegalensis
t2479482,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,, Salmonella phage Seszw_1
t1973454,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,, Salmonella phage LPST10
t1476889,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,, Lactococcus phage P162
t2593655,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. YLB-06
t2711156,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. MK52
t1914471,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Sulfuritortus,Sulfuritortus calidifontis
t1690220,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Phycicoccus,Phycicoccus endophyticus
t2560053,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus liaowanqingii
t1389005,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter sp. SK012
t2752515,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp. AJA228-03
t1082851,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas serinivorans
t190721,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia insidiosa
t2605945,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,Chromobacterium paludis
t1406780,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,, Acinetobacter phage Presley
t331278,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Derbicusvirus,Derbicusvirus Yersinia phage phiR1-37
t2734080,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Alexandravirus,Alexandravirus Dickeya virus AD1
t2315217,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,, Serratia phage JS26
t2733317,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Friunavirus,Friunavirus Acinetobacter virus Aci07
t2560279,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Friunavirus,Friunavirus Acinetobacter virus P1
t1985718,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Friunavirus,Friunavirus Acinetobacter virus AB3
t2560263,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Friunavirus,Friunavirus Acinetobacter virus AS12
t2733318,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Friunavirus,Friunavirus Acinetobacter virus Aci08
t1985715,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Friunavirus,Friunavirus Acinetobacter virus phiAB1
t2733316,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Friunavirus,Friunavirus Acinetobacter virus AbKT21III
t129951,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Mastadenovirus Human mastadenovirus C
t2233998,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. COPE52
t1479,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus smithii
t1921421,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus genomosp. 3
t1266052,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Psychrosphaera,Psychrosphaera aestuarii
t2511995,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudolysobacter,Pseudolysobacter antarcticus
t296591,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas sp. JS666
t702113,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp. PP1Y
t2529032,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Oceanihabitans,Oceanihabitans sp. IOP_32
t230361,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter millerae
t101192,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanomethylovorans,Methanomethylovorans hollandica
t1131315,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,, Erwinia phage PEp14
t2681984,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia sp. J780
t1917158,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas sp. RW2A1
t2178928,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Johnsonvirus,Johnsonvirus Erwinia phage phiEaP-8
t2560029,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp. 2692-1
t1636608,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp. ASNIH3
t1605891,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter maris
t2259620,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Hydrocarboniclastica,Hydrocarboniclastica marina
t84405,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfurellales,Desulfurellaceae,Hippea,Hippea maritima
t1537274,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Janthinobacterium sp. HH102
t1285901,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,Tessaracoccus defluvii
t2789424,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. HMT897
t1302235,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Arcanobacterium,Arcanobacterium phocisimile
t2594265,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Ornithinimicrobiaceae,Ornithinimicrobium,Ornithinimicrobium sp. H23M54
t191493,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sphenisci
t2496028,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter radiodurans
t2005695,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Jerseyvirus,Jerseyvirus Salmonella virus Ent1
t2696379,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Wifcevirus,Wifcevirus Escherichia phage alia
t1566995,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Litunavirus,Litunavirus Pseudomonas phage YH6
t2732034,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Epseptimavirus,Epseptimavirus Salmonella virus STG2
t1112008,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Tequintavirus,Tequintavirus Escherichia virus AKFV33
t2734001,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Guelphvirus,Guelphvirus Escherichia virus EC3a
t445710,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,Dyella thiooxydans
t1871047,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp.
t146269,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,, Lactobacillus phage Lc-Nu
